Deutsch,English
gestapo ,gestapo
verreisen ,travel
halleluja ,Hallelujah
süchtig ,addicted
jammern ,whine
hofft ,hopes
wertvolle ,valuable
maulwurf ,mole
konflikt ,conflict
turnier ,competition
gebacken ,baked
rauszufinden ,find out
taube ,dove
mais ,Corn
nüsse ,nuts
trieb ,drive
eigenschaften ,characteristics
feder ,feather
sänger ,singer
elias ,Elias
dessert ,dessert
rathaus ,city ​​hall
drohungen ,threats
bewirken ,cause
mörderin ,murderer
u ,U
edith ,edith
wanne ,tub
durchkommen ,get through
reid ,pouring
mandy ,Mandy
vertraute ,familiar
schätzt ,estimates
freuden ,joy
dauer ,duration
regt ,stirring
verbessert ,improved
unerwartet ,unexpectedly
drogendealer ,Drug dealer
gefährlichen ,dangerous
fach ,academic subject
verdanke ,owe
wohnungen ,Apartments
commissioner ,commissioner
cross ,cross
kragen ,collar
schwachen ,weaknesses
mercedes ,Mercedes
klirren ,clink
valentinstag ,Valentine's Day
anstelle ,instead of
plane ,plans
reizende ,lovely
höheren ,higher
markiert ,marked
ehrenwort ,word of honor
cheers ,cheers
schlamm ,mud
wälder ,forests
diner ,diner
handlung ,action
costa ,Costa
versauen ,mess up
klassiker ,classic
stange ,pole
empfohlen ,recommended
cynthia ,cynthia
gaby ,Gaby
rauswerfen ,kick out
mechaniker ,mechanic
beichten ,confess
abkürzung ,abbreviation
professionell ,professional
begräbnis ,funeral
verführen ,seduce
meinerseits ,on my part
valerie ,Valerie
françois ,François
magischen ,magical
ellis ,ellis
dienstmädchen ,maid
chirurg ,surgeon
wal ,whale
paare ,couples
center ,center
sähe ,would be
aufgemacht ,open
leide ,suffer
amüsant ,amusing
obersten ,top
fletcher ,fletcher
gerührt ,touched
schwänze ,tails
chffff ,CHFFFF
note ,grade
datei ,file
zugleich ,at the same time
nackte ,naked
doppelten ,duplicate
bewundert ,admired
dimension ,dimension
quere ,quere
wecker ,alarm clock
entstanden ,developed
kreischen ,scream
vivian ,Vivian
läden ,shops
ios ,iOS
lobby ,lobby
umgezogen ,moved away
angeklagte ,accused
perlen ,pearl
schwulen ,gay
dutzende ,dozens
simmons ,Simmons
aufgezogen ,raised
campus ,campus
herd ,stove
hospital ,hospital
leichtes ,light
rich ,yellow
gegrüßt ,greetings
aufsicht ,at sight
hündchen ,pooch
gegenstand ,object
tageslicht ,daylight
emotionale ,emotional
clean ,clean
cassie ,cassie
sünder ,sinner
beträgt ,amounts
wunderschönes ,beautiful
schickst ,cheeky
weiblichen ,female
rauszuholen ,get out
kapier ,cap
rausgeholt ,fetched
entworfen ,designed
eingenommen ,taken
daphne ,dapne
mochten ,want
köchin ,cook
willi ,Willi
beichte ,confession
seven ,Seven
marina ,marina
ausliefern ,deliver
perfektes ,perfect
glücklichen ,happy
wodurch ,through which
entsprechend ,accordingly
umher ,around
erica ,Erica
wurst ,sausage
notiz ,note
vorsprechen ,audition
bekannter ,acquaintance
antrieb ,drive
zwerge ,dwarf
trösten ,console
armut ,poverty
verbannt ,banished
parade ,parade
konzentriere ,concentrate
angefahren ,approached
-mal ,-just
kindisch ,childish
krüppel ,cripple
kreisen ,circle
bestrafung ,punishment
araber ,Arab
klebt ,glued
perücke ,wig
gemma ,Gemma
hummer ,lobster
se ,se
june ,June
wimmert ,whimper
drittel ,one-third
budget ,budget
lieferwagen ,delivery trucks
shannon ,Shannon
zurückgebracht ,brought back
verschwiegen ,concealed
drang ,urge
redeten ,talk
chi ,chi
herzukommen ,to get here
anhängen ,attach
einsame ,lonely
wu ,WU
wraith ,wraith
erwartete ,expected
tierarzt ,vet
cousins ,cousins
zudem ,in addition
sturz ,fall
rusty ,rusty
untergehen ,go under
gelang ,succeed
wasch ,washing
schmutzigen ,dirty
abkommen ,agreement
tänzer ,dancer
dürften ,may
erstatten ,reimburse
verarbeiten ,process
verfügbar ,available
autobahn ,highway
mandant ,client
clubs ,clubs
lukas ,Lukas
widmen ,dedicate
sprichwort ,saying
hierfür ,therefor
vergeltung ,retribution
hardy ,hardy
gekleidet ,dressed
fotografiert ,photographed
knallen ,to pop
wichtigeres ,more important
immerzu ,always
schuldgefühle ,feelings of guilt
schnurrbart ,moustache
genügen ,meet
rumlaufen ,walk around
brötchen ,bread roll
flut ,flood
haushalt ,household
angelo ,Angelo
cleveland ,Cleveland
ministerium ,ministry
aufgestellt ,set up
est ,est
anker ,anchor
wang ,wang
qual ,torment
rauschen ,rush
debatte ,debate
informant ,informant
masse ,Dimensions
insekten ,insects
lud ,invited
glotzt ,starish
rückseite ,back
spezialität ,specialty
schimmer ,shine
mordfall ,murder
verbieten ,forbid
terrorist ,terrorist
sirenen ,sirens
theorien ,theories
kichern ,giggle
positive ,positive
gestresst ,stressful
korea ,Korea
zeitschrift ,magazine
wildnis ,wilderness
s.h.i.e.l.d. ,S.H.I.E.L.D.
menschlicher ,human
schlamassel ,mess
behindert ,disabled
überbringen ,convert
reingezogen ,pulled in
mitzuteilen ,shared
zurückkam ,came back
abstimmung ,poll
dritt ,third
senat ,senate
mittags ,lunchtime
marshal ,Marshal
bridge ,bridge
price ,price
raucht ,smoky
veranstalten ,organize
jahreszeit ,season
zusätzliche ,additional
want ,Want
drucken ,press
segel ,sail
crowley ,crowley
bezahlte ,paid
überflüssig ,superfluous
taschentuch ,Handkerchief
square ,Square
rockmusik ,rock music
beschleunigen ,accelerate
wählte ,chose
lustiger ,funnier
marian ,Marian
glocken ,bell
tennis ,tennis
seither ,since
christen ,Christian
überqueren ,cross over
kreuzung ,crossing
häusern ,houses
weiche ,soft
trudy ,trudy
punkten ,score
henderson ,Henderson
verpasse ,miss
potter ,Potter
reinlegen ,to trick
jeep ,jeep
gefilmt ,filmed
hamilton ,Hamilton
bucht ,bay
bildschirm ,screen
saufen ,drink
gehackt ,chopped
eminenz ,eminence
mailbox ,mailbox
münchen ,Munich
erschoss ,shot
jenkins ,Jenkins
attentat ,attack
garrett ,garrett
verschwendung ,waste
bemerkte ,noted
miesen ,lousy
zischen ,hiss
helf ,help
geschirr ,dishes
ähnlichkeit ,similarity
feiglinge ,coward
spass ,fun
lächelt ,smile
klaut ,stealed
setzten ,set
bon ,bon
entwischt ,wiped
rauchst ,smoke
masken ,masks
schwimmt ,swims
ausgezeichnete ,excellent
vorname ,first name
schwitzen ,sweat
ginger ,ginger
bourbon ,bourbon
haust ,stall
befand ,found
lacey ,lacey
elefant ,elephant
annähernd ,nearly
gewebe ,tissue
unterschätzt ,underestimated
sternzeit ,star period
wachte ,cornice
barbie ,Barbie
eichhörnchen ,squirrel
zerbrechen ,break
poker ,poker
wechsel ,change
lesbe ,lesbian
cordelia ,Cordelia
konten ,accounts
schleichen ,to sneak
strasse ,street
höschen ,panties
jüngsten ,youngest
niedrig ,low
sonja ,Sonja
klimaanlage ,air conditioner
vulkan ,volcano
thea ,thea
anbetracht ,considered
lesbisch ,lesbian
cristina ,Cristina
platziert ,placed
abgrund ,Abyss
zeichnungen ,drawings
sinken ,sink
hamburg ,Hamburg
trauern ,mourn
abreise ,departure
dates ,dates
bette ,bed
klemmt ,stubborn
ansehe ,look at
lin ,lin
passend ,appropriate
sidney ,sidney
mittagspause ,lunch break
wettkampf ,competition
verschluckt ,swallowed
limo ,soda
erhebt ,raised
beneide ,dowry
beschwerde ,complaint
erregen ,irritate
überwältigt ,overwhelmed
turtle ,turtle
nypd ,NYPD
benannt ,named
begrüßt ,greeted
trommeln ,drums
burns ,burns
hayes ,Hayes
fortsetzen ,continue
geplatzt ,bursting
pan ,pan
mildred ,mildred
erschieße ,show
locke ,curl
nachnamen ,surname
anpassen ,adjust
altmodisch ,old-fashioned
teurer ,more expensive
feuerzeug ,lighter
trau ,durable
serienmörder ,serial killer
georges ,Georges
dr ,Dr
durchgegangen ,went through
beseitigt ,eliminated
alkoholiker ,alcoholic
laßt ,leaves
ganzem ,whole
elemente ,elements
feinden ,enemies
rückweg ,way back
amelia ,Amelia
abigail ,abigail
heimweg ,way home
menschlichkeit ,humanity
signora ,signora
geheimnisvolle ,mysterious
mcgee ,McGee
befolgt ,followed
abreisen ,leave
premiere ,premiere
schwingen ,swing
initiative ,initiative
from ,From
felicity ,felicity
sexuellen ,sexual
geschäftsführer ,Managing Director
telefone ,phones
peterson ,Peterson
strafzettel ,ticket
gelobt ,praised
uniformen ,uniforms
beschissener ,crappy
pulver ,powder
welpen ,puppy
angesprochen ,addressed
kung ,kung
angenehme ,pleasant
kostüme ,costumes
nachmittags ,in the afternoon
lebewohl ,goodbye
reporterin ,reporter
crystal ,crystal
nikita ,Nikita
vorwand ,pretext
genervt ,annoyed
kreditkarten ,credit cards
durstig ,thirsty
eintreffen ,arrive
nationalen ,national
mitteln ,agree
trauma ,trauma
beobachtung ,observation
aufhält ,stopped
dergleichen ,such
erwacht ,awakened
schlaft ,is sleeping
lebenslauf ,CV
anrufbeantworter ,Answering machine
feiner ,finer
verschoben ,delay
zumachen ,close
relativ ,relative
wes ,Wes
rücksicht ,consideration
lamm ,lamb
pier ,pier
widersprechen ,contradict
erwische ,catch
dachboden ,attic
bradley ,Bradley
keinesfalls ,in no way
duck ,duck
bislang ,so far
retter ,savior
transportieren ,transport
anrief ,called
aufpasst ,careful
braune ,tan
spontan ,spontaneous
prächtig ,splendid
galactica ,galactica
verreist ,out of town
jahrhunderten ,centuries
pullover ,pullover
ansprechen ,address
frischer ,fresh
queens ,queens
moon ,moon
spitzel ,spy
schnellste ,fastest
bemühungen ,efforts
dreckiger ,dirty
büros ,offices
unfälle ,accidents
beamte ,Officer
angeschlossen ,connected
unterschiedliche ,different
kluger ,smarter
stürmen ,storm
jedi ,Jedi
begreife ,sequence
fersen ,heels
vorbereitungen ,preparation
fortfahren ,Continue
produzent ,producer
zwischenfall ,incident
zurückgezogen ,withdrawn
autsch ,Ouch
ivy ,ivy
riesiger ,huge
vorhänge ,curtains
pflege ,care
rauslassen ,let out
kermit ,prime
golden ,golden
nachforschungen ,research
erfahre ,experience
kanzler ,Chancellor
jin ,Jin
stößt ,bumps
austin ,Austin
sahne ,cream
binde ,binding
zwiebeln ,onion
schlitten ,sleds
jahrhunderte ,centuries
talente ,talent
läßt ,leaves
rennst ,running
kay ,kay
erbarmen ,mercy
verkünden ,proclaim
vorgestern ,the day before yesterday
betreiben ,operate
starsky ,Starsky
mindeste ,least
mimi ,mimi
andrews ,Andrews
singst ,singing
einsätze ,Calls
nötigen ,necessary
egon ,Egon
bemerkenswert ,remarkable
warmes ,warm
dinosaurier ,dinosaur
wahrscheinlichkeit ,probability
worin ,wherein
rabbi ,rabbi
nachfrage ,demand
unwohl ,uncomfortable
pony ,pony
materie ,matter
verpisst ,pissed off
leuchtet ,shines
wehtut ,hurting
unterwelt ,underworld
irrt ,incorrect
prüfungen ,exams
vertrieben ,driven out
haustür ,front door
neuigkeit ,news
gereicht ,served
weigert ,refused
semester ,semester
unternommen ,undertook
gespart ,saved
geerbt ,inherited
starbuck ,darbuck
glanz ,shine
fähre ,ferry
betäubt ,stunned
arrogant ,arrogant
ausgeliefert ,delivered
gästen ,guests
holland ,Holland
zuzusehen ,look at
fotograf ,photographer
eigentümer ,owner
hinkriegen ,get down
speed ,speed
realistisch ,realistic
vaughn ,vaughn
kindergarten ,kindergarten
riesiges ,huge
pub ,pub
bedrückt ,depressed
streitet ,ardent
deckt ,covered
kassette ,cassette
mack ,mack
arrow ,arrow
vergebe ,forgive
said ,said
fish ,fish
kandidat ,candidate
klempner ,plumber
blaues ,blue
ängste ,fears
litt ,suffer
verliebte ,in love
befahl ,ordered
spaghetti ,spaghetti
franzose ,Frenchman
dunkler ,darker
zukünftigen ,future
anzubieten ,to offer
gesendet ,Posted
tobias ,Tobias
schlauch ,hose
einstein ,Einstein
gelähmt ,paralyzed
grillen ,grilling
landschaft ,landscape
funktion ,function
anonym ,anonymous
albträume ,nightmares
träum ,dream
facebook ,Facebook
mh ,mh
veranstaltung ,event
mount ,mount
verpflichtungen ,obligations
sinclair ,sinclair
rue ,rue
schülerin ,pupil
innerlich ,inner
künstlerin ,artist
madrid ,Madrid
schöpfer ,Creator
regiert ,ruled
aufschreiben ,write down
erleichterung ,relief
ava ,ava
auktion ,auction
regal ,shelf
fakt ,fact
christi ,Christ
niveau ,level
fahndung ,search
friede ,peace
erlitten ,suffered
mathematik ,mathematics
nasa ,NASA
bittest ,petition
psycho ,psycho
matratze ,mattress
tretet ,trial
mordwaffe ,murder weapon
finanzielle ,financial
bänder ,tapes
detectives ,detective
wieviele ,how many
undercover ,undercover
herzustellen ,to make
arbeitgeber ,employer
werkzeuge ,tools
frankenstein ,Frankenstein
beruhigungsmittel ,sedative
ingrid ,ingrid
coulson ,Coulson
trugen ,carried
kurzfristig ,short term
spannungsvolle ,tense
clayton ,Clayton
kämpften ,fight
erlangen ,gain
weltall ,space
nanu ,nanu
vertuschen ,cover up
weckt ,waking
gewagt ,daring
nieren ,kidney
zinsen ,interest charges
hutch ,hatch
einpacken ,wrap up
monty ,Monty
ballon ,balloon
verflixt ,darn
herkam ,came up
rudel ,pack
gregory ,Gregory
horizont ,horizon
sofia ,Sofia
durften ,were allowed
zusätzlich ,additionally
dekan ,dean
verträge ,contracts
umzug ,move
brady ,brady
sängerin ,singer
wäldern ,forests
darstellen ,represent
limousine ,limousine
fracht ,freight
zurückzukommen ,get back
morty ,morty
gedenken ,commemorate
aufgeschrieben ,written down
handlungen ,actions
struktur ,structure
kerker ,dungeon
aufzupassen ,be careful
hüten ,keep up
christ ,Christian
unverschämt ,outrageous
durchschaut ,see through
mögt ,likes
nachname ,last name
händchen ,hands
calvin ,Calvin
birne ,pear
vorgesehen ,intended
gnädig ,graciously
nachgesehen ,checked
predigt ,sermon
versehentlich ,inadvertently
schwerter ,sword
erwiesen ,proven
software ,software
einschlagen ,struggle
schiebt ,pushing
geahnt ,guessed
tätig ,employed
abgestürzt ,crashed
eingriff ,intervention
politisch ,politically
gewöhnliche ,ordinary
stärkste ,strongest
zuflucht ,refuge
generator ,generator
union ,union
raven ,raven
ungeduldig ,impatient
unklar ,not clear
suspendiert ,suspended
arbeitsplatz ,Workplace
treppen ,staircase
matty ,matty
vereinen ,unite
bruch ,fracture
metern ,meters
fällst ,falls
unruhig ,uneasy
schlechteste ,worst
platzt ,bursting
plastik ,plastic
abgerissen ,tore off
halber ,stranded
anvertraut ,entrusted
leder ,leather
ausser ,except
verfehlt ,misconception
verehrte ,revered
schmutz ,dirt
aufzuspüren ,track down
stühle ,chairs
rausbringen ,bring out
komitee ,committee
mamas ,mum
klarkommen ,be clear
propheten ,prophet
durchsage ,announcement
flora ,flora
stiefvater ,stepfather
grimm ,grim
lolle ,ravine
faith ,faith
auftreiben ,find
ernie ,Ernie
nationen ,nations
ausgaben ,expenditure
secret ,secret
käpt ,cap
rauskriegen ,get out
entstand ,originated
alarmstufe ,alarm level
übersetzen ,translate
griechenland ,Greece
rüstung ,armor
attentäter ,assassin
tauben ,deaf
gewohnheit ,habit
mieses ,lousy
kindermädchen ,nanny
brenda ,Brenda
nervst ,annoying
japanische ,Japanese
bitch ,bitch
nsa ,NSA
werner ,Werner
beinhaltet ,contains
donuts ,donuts
abgefeuert ,fired
luther ,Luther
davonkommen ,get away
godzilla ,Godzilla
hinzufügen ,add
dreier ,three
werwolf ,werewolf
denver ,Denver
hebe ,lifting
ehrgeiz ,ambition
aufenthaltsort ,abode
hinreißend ,gorgeous
gruß ,greeting
borgia ,Borgia
howie ,howie
mckay ,McKay
dj ,DJ
nu ,nu
zeichnung ,drawing
geige ,violin
fortsetzung ,continuation
kotzt ,vomit
glückstag ,lucky day
japanisch ,Japanese
archiv ,archive
einholen ,obtain
bush ,bush
raushalten ,keep out
verheimlicht ,hidden
hacker ,hacker
hingabe ,dedication
uhren ,watch
cyril ,Cyril
erobert ,conquered
bandit ,bandit
linien ,lines
umzugehen ,to handle
roberto ,Roberto
vornamen ,first name
tessa ,tessa
nerv ,nerve
berührung ,contact
ergreift ,gripped
sattel ,saddle
gelangweilt ,bored
intakt ,intact
isabella ,Isabella
poesie ,poetry
pflegen ,maintain
belastet ,charged
reinlassen ,let in
yen ,yen
geprügelt ,beaten
perspektive ,perspective
schreist ,scream
sperma ,sperm
hingelegt ,placed
wildes ,wild
begreifst ,understand
marcie ,Marcie
ii ,II
metropolis ,metropolis
schildkröte ,tortoise
umzingelt ,surrounded
buddha ,Buddha
bonus ,bonus
wagst ,daring
spucken ,spit
einlassen ,let in
günstig ,cheap
yu ,yu
lebenslänglich ,lifelong
sloane ,sloane
präzise ,precise
bilde ,picture
sorgerecht ,care
blinde ,blind
gebot ,bid
p ,P
zurückzahlen ,repay
ameisen ,ants
verleihen ,to lend
bearbeitet ,processed
riker ,riker
deckel ,lid
theresa ,Theresa
pentagon ,Pentagon
frechheit ,cheekiness
sinkt ,sinks
gastfreundschaft ,hospitality
enthalten ,contain
schwamm ,sponge
glückliches ,lucky
sperrt ,blocked
cliff ,cliff
healey ,healey
container ,Container
aufsetzen ,put on
erhielten ,received
ermöglicht ,enabled
erstellen ,create
cesare ,cesare
rausgeschmissen ,kicked out
vorgefallen ,fell
herbringen ,bring
freiwillige ,volunteer
korrigieren ,correct
leichnam ,body
negative ,negative
never ,never
schwebt ,float
vorsichtiger ,more careful
pilze ,mushrooms
kürzer ,shorter
bezahl ,pay
behältst ,contain
erfüllung ,fulfillment
verbündeten ,allied
achtet ,careful
meiden ,avoid
ansichten ,views
isoliert ,isolated
ausschlag ,rash
fünfzehn ,fifteen
aufruhr ,revolt
felder ,fields
make ,make
gesunde ,healthy
toiletten ,toilets
schwierigen ,difficult
crawford ,crawford
quittung ,receipt
portal ,portal
gesetzes ,law
großeltern ,grandparent
mo ,Mo
investition ,investment
raj ,Raj
schweiß ,sweat
selbstvertrauen ,self -confidence
geschluckt ,swallowed
sendet ,broadcast
aufgehängt ,hung up
susie ,susie
taschenlampe ,flashlight
saint ,Saint
justiz ,judiciary
jägerin ,huntress
heer ,army
neapel ,Naples
illegalen ,illegal
schuft ,gap
k.o. ,K.O.
rückt ,moves
drohte ,threatened
scheiss ,shit
zurückkehrt ,return
verlangst ,demands
zünden ,ignite
ärgert ,annoyed
großteil ,large part
instrument ,instrument
codes ,codes
herzogin ,duchess
bumsen ,fuck
aktivität ,activity
entwickelte ,developed
ronald ,Ronald
gegenmittel ,antidote
reiches ,rich
sheridan ,Sheridan
taktik ,tactics
studien ,studies
dramatisch ,dramatic
potenzial ,potential
anpassung ,adjustment
jugendliche ,adolescent
ass ,ass
zerstörte ,destroyed
clowns ,clowns
professionelle ,professional
verlorenen ,lost
gelingen ,succeed
militärische ,military
atlanta ,Atlanta
richards ,Richards
ausgenutzt ,exploited
maestro ,maestro
brooks ,Brooks
freies ,free
cheryl ,cheryl
gier ,greed
insbesondere ,in particular
überzeugung ,conviction
angemeldet ,Registered
winzige ,tiny
vorstellungen ,imaginations
massaker ,massacre
gail ,gail
ausdenken ,imagine
auspacken ,unpacking
heizung ,heating
haley ,Haley
magnus ,Magnus
mußte ,had to
erzähler ,teller
kolonie ,colony
gps ,GPS
girls ,girls
gerichtssaal ,courtroom
donnerwetter ,thunderstorm
studentin ,student
greta ,Greta
tickt ,tick
räumt ,clear
boom ,boom
miriam ,Miriam
gesichtet ,viewed
kleben ,stick
zuzuhören ,to listen to
ritt ,ride
bauten ,buildings
abgeschaltet ,switched off
atlantic ,Atlantic
marquis ,marquis
teich ,pond
raubüberfall ,robbery
duell ,duel
keuchen ,bubble
chirurgen ,surgeon
señorita ,Señorita
wange ,cheek
auszuschalten ,switch off
wiedergutmachen ,repay
k. ,k.
vorbereitung ,preparation
geile ,horny
kranker ,sick person
festplatte ,hard disk
stoß ,shock
stieß ,bump
eingreifen ,intervention
portland ,portland
enorm ,enormously
aufsuchen ,go to
verzichte ,do without
sichtbar ,visible
pässe ,passport
vorschrift ,regulation
gehör ,hearing
jedermann ,anyone
genieß ,enjoyable
irgendjemanden ,anyone
ups ,ups
substanz ,substance
amsterdam ,Amsterdam
arbeitszimmer ,Workspace
notwehr ,self -defense
patrouille ,patrol
gewitter ,thunderstorm
dax ,dax
zeigten ,show
klappern ,clatter
schmetterling ,butterfly
sarge ,coffins
preston ,Preston
förmlich ,formally
celia ,Celia
tammy ,tammy
enger ,closer
piep ,beep
ausgetauscht ,exchanged
baustelle ,construction site
bewirkt ,performed
brennan ,Brennan
pratt ,pratt
gerochen ,smell
meintest ,meant
wusstet ,chewing
broadway ,broadway
drehst ,turn
martini ,Martini
starrt ,starry
austauschen ,exchange
janice ,Janice
schnellen ,rapid
beerdigt ,buried
sozialen ,social
angerührt ,touched
say ,game
verläuft ,runs
abschlussball ,prom
medaille ,medal
vielmehr ,much more
anschluss ,connection
anzünden ,light
wunderschöner ,more beautiful
naht ,seam
handtücher ,towels
basierend ,based
perfekter ,perfect
ungewöhnliche ,unusual
international ,international
mistkerle ,maneuver
vizepräsident ,vice -president
brichst ,brichest
abgelegt ,stored
halluzinationen ,hallucinations
festnahme ,arrest
steph ,Steph
pirat ,pirate
umwelt ,environment
axel ,axel
butch ,butt
teilweise ,partially
verfickte ,fucking
dat ,dat
bearbeiten ,edit
fetter ,fading
natürlichen ,natural
ausgestellt ,displayed
wendet ,turns
gewöhnlicher ,more ordinary
lavon ,lavon
springe ,jump
gingst ,gingle
änderungen ,changes
orbit ,orbit
kapsel ,capsule
unbewaffnet ,unarmed
internat ,boarding school
zeile ,line
mühle ,mill
zeitalter ,age
gabst ,gabst
neger ,negro
prediger ,preacher
schwache ,weakness
minen ,mines
paulie ,Paulie
geheimes ,secret
sessel ,armchair
wegbringen ,bring away
shepherd ,shepherd
weiterhelfen ,help
verpflichtung ,Obligation
baten ,worship
geparkt ,parked
gerichtsmediziner ,forensic doctor
anita ,Anita
zurückkommst ,come back
bluse ,blouse
reines ,pure
gegenleistung ,compensation
jaffa ,Jaffa
gemeinsames ,common
japanischen ,Japanese
kehre ,bend
helfer ,helper
aufstieg ,climb
entkommt ,escaped
partie ,game
lächle ,smile
verdeckt ,covered
abfall ,waste
hauptrolle ,leading role
lilly ,lilly
tarzan ,Tarzan
klingel ,bell
jens ,Jens
flirten ,to flirt
spanier ,Spaniard
taxifahrer ,taxi driver
länge ,length
träumst ,dream
tausenden ,thousands
blockieren ,To block
darcy ,darcy
ausschließen ,exclude
kiki ,kiki
wechselt ,changing
erforschen ,explore
scanner ,scanner
eisenbahn ,railroad
rumsitzen ,sit around
munter ,lively
zugesehen ,viewed
karma ,karma
tristan ,Tristan
stückchen ,piece
provinz ,province
mitgemacht ,participated
yvonne ,yvonne
pärchen ,pair
kritisch ,critical
peters ,Peters
suzanne ,Suzanne
gesunden ,healthy
finanziert ,financed
elektrizität ,electricity
busen ,bosom
erlebnis ,experience
mccoy ,McCoy
vaterland ,fatherland
bitter ,bitter
schleier ,veil
notarzt ,emergency doctor
stattfindet ,takes place
hervorragende ,excellent
krimineller ,criminal
durchatmen ,breathe
stopfen ,Plug
übergabe ,handing over
monatelang ,for months
beeile ,hurry
harley ,Harley
unterschreibe ,sign
effekt ,effect
einlegen ,insert
verwirrung ,confusion
überschritten ,exceeded
where ,where
instrumente ,instruments
mailand ,Milan
belassen ,leave
latein ,Latin
caine ,caine
großartiges ,great
billie ,Billie
grundlage ,basis
reihenfolge ,sequence
körperliche ,physical
würmer ,worms
arena ,arena
mexico ,mexico
hong ,hong
ballett ,ballet
luder ,bitch
gerald ,gerald
werke ,factories
bullshit ,bullshit
mae ,Mae
verfolgung ,persecution
lizzie ,lizzie
männlichen ,male
exemplar ,copy
bedauerlich ,regrettable
blinden ,blind
jage ,hunting
cd ,CD
honey ,honey
finanzieren ,finance
anstalt ,institution
vorbeischauen ,drop by
v. ,v.
pakt ,pact
damm ,dam
laser ,laser
gustav ,Gustav
einsamen ,lonely
derart ,in such a way
unteren ,lower
versammeln ,gather
behörde ,authority
info ,info
beckett ,Beckett
gedeckt ,covered
köter ,quiver
positionen ,positions
vertrete ,represent
kirby ,Kirby
vergewaltigen ,rape
chemikalien ,chemicals
verwechseln ,confuse with
helle ,bright
vergrößern ,enlarge
anhaben ,wear
tuvok ,Tuvok
angepisst ,pissed off
ida ,Ida
mississippi ,Mississippi
unterschlupf ,shelter
hemden ,shirt
besen ,broom
herkomme ,come up
ließe ,let
jazz ,jazz
eilt ,hurried
candy ,candy
vorwerfen ,accuse
plans ,plans
il ,IL
abzuhalten ,stop
odo ,odo
tugend ,Virtue
fürsten ,prince
neuanfang ,new beginning
drängt ,urgent
verweigern ,refuse
töne ,tones
patricia ,Patricia
maureen ,Maureen
staates ,state
anordnung ,arrangement
orchester ,orchestra
senf ,mustard
qualen ,torment
verwaltung ,administration
übertreibst ,exaggerated
anonymen ,anonymous
galt ,applied
ver ,ver
scherzen ,to kid
ausgeflippt ,freaky
modern ,modern
schwiegersohn ,son in law
getränk ,drink
hörer ,listener
finanzen ,finance
bang ,bang
colorado ,Colorado
vernünftige ,reasonable
verteidiger ,defender
rupert ,Rupert
verbirgt ,hidden
ähnliche ,similar
bevorzugen ,prefer
bea ,Bea
hindurch ,through
eigentliche ,actual
belästigung ,harassment
seltene ,rare
mysteriöse ,mysterious
vorsitzende ,chairman
anzüge ,suits
haue ,hue
häh ,rigid
feuert ,fiercely
vorausgesetzt ,provided
profitieren ,benefit
sabine ,sabine
kaltes ,cold
eingedrungen ,penetrated
huch ,cherry
creek ,creek
vorläufig ,provisionally
canyon ,canyon
adern ,veins
mordkommission ,murder commission
schnattert ,slap
baxter ,baxter
piepsen ,beep
benutz ,use
chelsea ,Chelsea
dämliche ,stupid
erkältung ,a cold
belohnt ,rewarded
grinsen ,grin
bund ,Federation
gestochen ,stung
katharina ,Katharina
moms ,moment
provozieren ,provoke
geschmeichelt ,flattered
anrichten ,arrange
letztlich ,ultimately
gehirnerschütterung ,concussion
lehnen ,lean
geknackt ,cracked
partnerschaft ,partnership
eingeschaltet ,turned on
whitney ,Whitney
skye ,skye
gestohlenen ,stolen
aufhörst ,stopped
tagelang ,for days
oswald ,Oswald
scofield ,scofield
unterscheidet ,differs
begleiter ,companion
margot ,margot
ober ,upper
tödlichen ,fatal
apokalypse ,Apocalypse
k.i.t.t. ,putty.
much ,much
knabe ,boy
montgomery ,Montgomery
eingebildet ,conceited
berühmter ,famous
reihen ,ranks
schwindler ,swindler
verarschst ,prudent
maß ,measure
rechtsanwalt ,Lawyer
geritten ,ridden
romantik ,romance
net ,net
räder ,wheels
nanny ,nanny
betsy ,Betsy
erklärungen ,Explanations
haushälterin ,housekeeper
gütig ,kind
privatdetektiv ,Private detective
rumhängen ,hang out
ansteckend ,contagious
marcy ,Marcy
anstoßen ,nudge
michaels ,Michaels
gefüttert ,fed
nackten ,naked
nervig ,annoying
neuem ,new
sheppard ,sheppard
geistig ,mentally
niedergeschlagen ,depressed
nicolas ,Nicolas
herumlaufen ,run around
einmalige ,unique
verstößt ,violated
ähnelt ,resembles
morphium ,morphine
tool ,tool
bote ,delivery boy
monitor ,monitor
kooperation ,cooperation
schwerkraft ,gravity
abgewiesen ,rejected
auserwählt ,chosen
bedacht ,careful
frucht ,fruit
phaser ,phaser
söldner ,mercenary
taugt ,good -natured
dalton ,Dalton
objekte ,objects
pulli ,sweater
ärzten ,doctors
kiefer ,jaw
aufwecken ,wake
angemacht ,turned
klugscheißer ,smart
zaubern ,wand
gabel ,fork
engagieren ,engage
funktionierte ,worked
gross ,large
schwächer ,weaker
empfindest ,feel
führ ,guide
ernsthafte ,serious
vermitteln ,convey
einzusetzen ,use
andreas ,Andreas
hughes ,Hughes
jenen ,that
nonnen ,nuns
vorgehensweise ,method
wat ,wat
spender ,dispenser
val ,Val
company ,company
blauer ,blue
rasiert ,shaved
vergebt ,forgotten
mayday ,Mayday
venus ,Venus
verhafte ,arrested
